,AL,AR,CA,CO,CT,DE,IL,KY,ME,MD,MI,MN,NJ,NY,OH,OR,WV
Alaska,0.06893390794388504,0.03093819180430451,1.1933133616563707e-15,0.0,3.64152667566345e-16,9.391487686547943e-17,0.07949791692135785,0.09223205715811543,1.8780533781223336e-15,2.721600786047978e-16,4.5422600552047136e-17,0.0,0.0,0.04099146142670243,3.2003170603283313e-16,0.0,0.0295750548481468
Arizona,0.08026146040854833,0.03335221184244798,0.0,3.4374388966012774e-17,2.930472375145867e-17,0.0,3.71678057255187e-17,0.1693028736937587,1.6147745055215518e-15,9.315232650709404e-17,6.360576937725949e-17,0.0,0.0,0.10388543170541717,0.03298004641350047,2.1066275695381317e-16,0.3786316440412302
Florida,0.0106531862600931,0.033270737429103574,1.5175033828284105e-16,5.030809515525586e-16,0.0,0.012643172425545237,0.004771420026101533,0.0,0.0,0.04357629442232718,0.0,0.0,0.07681869754196796,0.05545632226777311,0.0,2.667289728665617e-16,0.0
Georgia,0.0482037044746011,0.029770453415493642,1.3695292326855203e-16,0.0,5.4253704323936755e-17,2.0525820624986684e-16,0.0,1.0432057778383963e-16,1.478675536388801e-16,0.1696261879645031,3.982867730074077e-18,0.0,0.0,0.17767192401176973,0.022694471738941287,0.029050343095175356,0.0
Hawaii,2.9347997556467e-17,4.115224870940293e-17,0.02726154557197435,0.0,0.030137298428862595,0.0221334066552848,0.013709505628503175,2.5849412671127836e-16,0.0,0.06208062779903105,9.940128575106397e-18,1.7813441693936838e-16,0.14861640107314877,0.0,2.6201594556359675e-16,0.02379107963503483,0.0
Iowa,0.0,0.04468977334954956,0.0,3.793764530603482e-17,0.0,0.0,0.00904569812696807,0.0,1.3330067695801123e-15,0.0,0.0,3.0466013214316383e-16,5.569913431338418e-17,9.367115017536653e-17,0.09689796348062707,0.0,0.0
Idaho,0.06085082754386853,8.475072857047627e-17,0.06255935356912579,0.15005365324923908,0.0,0.0,0.03936586648088676,0.0,0.0,0.026251243419313442,0.03621897773343175,2.5498718710034146e-16,0.0,0.01662814391966055,6.792384892675363e-17,2.974827428755608e-17,3.074907895932113e-16
Indiana,1.1665337749586224e-17,0.024337648258750764,0.0,2.872559930608542e-17,0.0,0.0,0.035329382355979794,0.04246434726182593,9.87720680391389e-16,0.0,0.07670317160631555,0.0,0.0,8.010898801952271e-17,4.62222243653673e-17,1.4217772682316086e-16,2.3462135012586316e-16
Kansas,0.03331553196649086,7.869952519529155e-17,2.2717066395255333e-16,0.018498050769813302,0.04668674460580071,0.024851823372094954,0.030095537145666422,2.1843285643793897e-17,0.0,3.7137940069913906e-17,0.035424507568627056,0.0646842915931553,0.0,0.01711190812155014,0.042068481724251594,0.0,8.294146619514109e-17
Louisiana,0.1348624478407168,1.740822113197038e-17,0.0,0.0,6.28788296070755e-17,0.0,2.965934809395644e-17,0.13202881756101928,2.343895368506483e-15,3.827997178631242e-17,0.12974717672538183,0.0,1.8351210352317728e-16,0.02527464085749502,0.0,0.08362621826820361,1.3400738851920835e-16
Massachusetts,0.0,4.6532601990362243e-17,0.0,0.0,0.1362065654644491,0.28214852055612716,0.08976872945000319,0.029037505585665556,0.0,0.0,0.09837204877883968,0.22984736783532522,0.09654478228879793,8.137794925362806e-17,0.0,0.0,6.941062308252199e-16
Missouri,0.07232387240342339,0.029444847248944587,0.0,0.0,1.3300990736001997e-16,0.0,3.8672136239842336e-17,0.08327342313374615,4.367898097388843e-15,0.0,0.015424010612939913,0.0,6.701477051046823e-17,0.06390601797695679,7.258618859856041e-17,0.07489710755691824,0.4532645782667459
Mississippi,0.10840152600959438,0.02961095947517376,8.180830802799244e-17,0.0,0.0,0.005549246344370166,0.07890602548698976,3.932265754333364e-17,9.133812394981167e-16,0.0,0.0574455003148749,7.00597704328434e-17,7.203890720307021e-17,0.14157339698980423,0.0034027486907424937,0.0,0.0
Montana,0.015469817387978752,0.15329706062742338,4.857533858333279e-16,0.0,1.3195727215087068e-16,7.624586546032697e-17,4.807759008615409e-17,0.033658875723090516,0.0,0.0,7.264847509808959e-18,2.1120258320017626e-16,1.185802197935457e-16,0.09472968276518835,0.11483509379955846,7.210331812992335e-17,0.0
