"State","County","p0_Dose1_12Plus","K_Dose1_12Plus","v_Dose1_12Plus","correlation_Dose1_12Plus","MAE_Dose1_12Plus","p0_Dose1_18Plus","K_Dose1_18Plus","v_Dose1_18Plus","correlation_Dose1_18Plus","MAE_Dose1_18Plus","p0_Dose1_65Plus","K_Dose1_65Plus","v_Dose1_65Plus","correlation_Dose1_65Plus","MAE_Dose1_65Plus"
"FL","Alachua County",9.66618618732528,78.4631506317828,0.0195620390576518,0.993929748639347,2.16968159625573,11.4966091275906,28.9060125831129,0.0203945055278247,0.992723016061062,2.35435380742777,14.7083360588071,97.5400960003279,0.0441041031922955,0.984794457089713,3.28794771951374
"FL","Baker County",7.14198722615058,51.7902196770093,0.013550007642378,0.993420392269568,1.25207978736162,9.37365122715307,20.1325580934705,0.0135994127409341,0.993236192259553,1.30406862866138,27.1673913659504,77.5443108822492,0.0181643457277097,0.967405060625756,3.0143444473413
"FL","Bay County",10.4465441836194,68.3369738957587,0.0139011551380381,0.989660711172545,2.18025702640627,13.4386682142025,25.9581055882523,0.0141568268441608,0.988193423365887,2.44195962343688,19.292273152098,81.5099518762222,0.0290906732984649,0.971705817016662,3.45788124932912
"FL","Bradford County",7.23902969661342,57.1763049234422,0.0156519392515034,0.994892637214297,1.35306848304178,9.03542760862054,21.75125141753,0.0158615109431031,0.994506076172305,1.40183856328047,28.3389779343921,77.8741802018029,0.0139529931277736,0.978822199821139,2.03102226910409
"FL","Brevard County",6.84441865273579,77.0182282985974,0.0204352771137215,0.991001131993228,2.92647046966092,7.66715563557153,28.9356788984239,0.0214440865118389,0.990046905206521,3.14859952513757,8.75564359363027,92.5817257860875,0.0360982476307122,0.989413497215486,3.30957441570361
"FL","Broward County",6.38026847099315,89.8022075560324,0.0205705326572775,0.994361311255679,2.86988867341755,7.0826387447132,33.262855575303,0.021537671107603,0.993465304737485,3.10272732505872,10.9406768537889,97.482924934835,0.0361085075647481,0.990670348807628,3.09012716950418
"FL","Calhoun County",11.3689222268403,47.3138714159029,0.012071747993797,0.995709101628207,0.745933688497263,16.6904409552783,18.1569019215217,0.0122577578750113,0.99550582911292,0.766095169001644,42.1529835281371,76.2266112497467,0.0137555300271331,0.973353766547784,1.65052317258687
"FL","Charlotte County",5.86404359567842,76.5885655395783,0.0313528721121287,0.985334776875674,3.57982372797849,5.9695626784745,28.8331775456459,0.0333388524966489,0.985720719823589,3.57660730667994,4.6191868834139,96.0581340585928,0.0513038431689122,0.994589940637504,2.50787855423164
"FL","Citrus County",8.83347084705653,65.0769747413739,0.0216982536292382,0.987143962014712,2.60265552970884,10.2895463264822,24.6788096230486,0.0228438172027715,0.986784849200142,2.72730317146689,9.98242037092946,85.8882012575135,0.0377369176790864,0.987844708035642,2.98914569584609
"FL","Clay County",8.67255853246617,67.0622592942027,0.0147461585656604,0.989310825570016,2.26061715274886,11.0553060273481,25.2103721102034,0.0151737011685302,0.987187454538292,2.55017149189841,15.2331540832182,86.6761510764417,0.0330346075038308,0.971966076106521,4.34372915552176
