State code,Under 18 years old,Over 65 years old,Median age,White,Black,American Indian,Asian,Hawaiian,Higher education achievement,High school achievement,Literacy,Urban population ,Population density (number of people/square mile),Unemployement,Crime rate,Firearms death rate,Number of firearm death,Poverty rate,Number of people under poverty level,GINI index,Median income (in USD),2016 Trump vote share,2020 Trump vote share,Governor: democrat (1) / republican (0),Gun ownership rate,Adult obesity rate,Hypertension,Number of Covid-19 deaths in 2020 / State population,People without healthcare,Access to care score
AL,-0.009300633197484115,0.19614314990231022,0.15959936160383145,-0.6554015032573267,1.685609661413151,-0.38674753904578063,-0.518639557179029,-0.2113570809120434,-1.0126673518266147,-1.3208388942696212,-0.7330427604919407,-1.0017047363643528,-0.40017529741181,-1.154971126082768,1.2525464279197909,1.708932033162572,0.31411053045927245,1.316353603143487,-0.052350533526829134,-2.3385535554348253,-1.175727623184553,1.2562355029973544,1.152517722913973,-0.9511127086814605,0.8644427019501094,0.9611415099114313,2.1578876537105276,-0.24438916658187554,0.40189133561774204,-1.6306161474547534
AK,1.2307837931338264,-2.2045672785895194,-1.9403922384465682,-0.9305036625495234,-0.769212703059312,4.5020298501940745,0.3590969744660473,0.6329455059536425,-0.24549511559433146,1.2474589556990787,0.5826750147500004,-0.5211061651134643,-0.7603555763498727,1.0849728760171446,1.2906177479173528,2.0349085773995914,-0.8280856824836841,-0.6781215531345245,-0.7750715064059543,0.7620778856109945,1.4588994917725242,0.19949005697658723,0.261944646246028,-0.9511127086814605,1.5470172165624079,-0.5118722983819491,-0.07266544102435009,0.5769880528534975,0.9890702350592484,0.3580032436727214
AZ,0.14570992009393025,0.5536957669117305,-0.2603989584062485,0.06017761763662343,-0.6410070829969661,0.9672770962482085,-0.1671844777728897,-0.0987834026632853,-0.24549511559433146,-0.9539392014169498,-0.33362843586492286,1.1129289771395552,-0.5164835124855595,0.6649833756234111,0.3388347479783022,0.4457729242441233,0.3772007700694703,0.5019127498539182,0.19668735650555394,0.3087082463320269,-0.35833611603896337,-0.055890092478431644,-0.09622061284868945,-0.9511127086814605,0.16669986479087068,-0.2751379363347985,-0.1416516192120268,-0.4983584306934115,0.858586035183358,-0.9552359768831582
AR,0.5074012111072318,0.14506420461524858,-0.2603989584062485,0.020989275857108077,0.4960296457526935,-0.332314387878183,-0.4898022173303202,-0.04249656353890624,-1.5880465290008277,-0.9539392014169498,-0.474598197497988,-1.1939441648647076,-0.546498535730398,-0.5249868754921675,1.3667603879124766,0.9551112746144655,-0.34965136543968384,1.3996075570353097,-0.35360722908334674,0.4025088613552617,-1.4614112525698413,1.1084868341555618,1.1912382914647532,-0.9511127086814605,0.9933734435990984,1.3030911439795378,1.8129567627721441,0.01585979319226724,0.2061650358039064,-1.0406288720129002
CA,0.14570992009393025,-1.1319094275612558,-0.6803972784163285,-1.3129818783175935,-0.5054454027671083,-0.3016957403464094,1.847824644155643,0.034897840257114975,0.521677120637953,-2.4215379728276356,-2.6831244630826725,1.4699450586402145,0.18886953376814664,1.9249518768046117,-0.15609241199000434,-1.0414950588372758,3.124254953096834,0.18337588278955322,4.323593209151641,1.4447379171689834,1.2251229934153898,-1.7241780419834396,-1.5288816492275576,1.0303721010715823,-1.198449164433727,-1.642936472607223,-1.2224350774856272,-0.811085223955967,-0.21790861379273696,0.3424772627400409
CO,-0.1643111864888956,-1.1829883728483161,-0.6803972784163285,0.5915715321668509,-0.6767365180963084,-0.23025222943893764,-0.19061481639996558,-0.1409985320065696,1.8642285340444487,0.8805592628464073,0.4182102928447578,0.8657639976390983,-0.5502504136360028,0.5949851255577884,-0.4225916519729384,0.26241111811080037,0.006545612359558048,-1.0473347399591293,-0.2836394170005124,-0.17071711934228592,0.9428415168128458,-0.5862197514999651,-0.7931908467627337,1.0303721010715823,0.07568992950923079,-2.2742281047329582,-1.6823429320701386,-0.5028399862097654,-0.21790861379273696,0.4679789419458736
CT,-0.939363952945966,0.40045893105054975,0.9995960016239913,-0.041712070990116486,0.012631406173355827,-0.46839726579717694,0.04909557109242693,-0.22542879069313818,1.4806424159283076,0.5136595699937359,0.7236447763830656,0.9893464873893267,1.9897709284584602,1.4349641263452564,-0.8413761719461207,-1.7138216813261278,-0.8346575824430796,-1.0147571058275466,-0.5064965423893135,1.4447379171689834,1.5370518014104186,-0.8132243287933151,-1.0545546844804998,1.0303721010715823,-1.554904744286816,-0.8801257504552947,-0.5095779028796359,0.05383581500772652,-0.837708563203216,1.2313396711359905
DE,-0.6810130307936086,1.319879946217634,0.9995960016239913,-0.6028891252727758,1.2169235421688362,-0.4309744743694536,-0.06625378830240862,-0.20432122602149602,0.13809100252181078,0.1467598771410645,0.23025061066733762,0.6666588752637301,1.1418465217917708,0.38499037536092184,0.22462078798561588,-0.43028903839286514,-0.9148347619477061,-0.5224728567280736,-0.7424390246152919,-0.63972019445846,0.5497470638580634,-0.7359253563529069,-0.9964738316543295,1.0303721010715823,-0.7358153267520579,0.513976603822369,-1.3604074338609806,1.3416067187996188,-0.6093612134204077,0.38905520553808187
FL,-1.3010552439592675,1.9839062349494156,1.4195943216340712,-0.10441341783734105,0.57484457611889,-0.46839726579717694,-0.27171983472445926,-0.20432122602149602,-0.24549511559433146,-0.5870395085642783,-1.8842958138286365,1.209048691389733,0.7704106091368936,0.10499737509843302,-0.0038071319997561213,-0.08393896014103257,2.493352556994856,0.21233377979540438,2.0327210225074706,1.4447379171689834,-0.6776524557908081,-0.021643712283314152,0.10706237204290693,-0.9511127086814605,-0.6675578752908279,-1.4325059285653114,0.08830230808022889,-0.7837856711104394,1.5110070345628095,-1.3692621350879675
GA,0.7140819488291134,-1.3873041539965572,-0.6803972784163285,-1.397628696561346,2.2078899333064785,-0.4411806902133782,-0.04642811715642119,-0.20432122602149602,-0.05370205653626034,-0.9539392014169498,-1.1794470056633135,0.1036719775126893,-0.05875440800177146,-1.0849728760171458,0.6434053079587984,0.38465232219968243,1.0041600261958112,0.5851667037457406,0.6839523140693078,1.0070017137272185,-0.3821511855181725,0.14958818869227328,-0.07686032857329932,-0.9511127086814605,0.3866405417215,0.17202696975426388,0.38724241356016004,-0.6350019614984891,1.6088701844697273,-1.9385481026195803
