,AL,AR,CA,CO,CT,DE,IL,KY,ME,MD,MI,MN,NJ,NY,OH,OR,WV
Alaska,0.25759656072514736,0.05733447567235332,0.0,2.9396972200523446e-15,6.938621916586615e-16,0.0,0.03146513039158401,0.033573116456249705,1.6826437933367816e-16,3.1343710278264704e-16,0.012083107749799286,3.1553041629658623e-16,0.0,0.0,0.0,0.014287187572337294,0.05005475073130483
Arizona,3.915934959110301e-16,0.06157372320973113,0.0,0.0,1.8261001842072885e-15,1.7091417985236652e-16,0.024358797919658795,0.17907379806604573,8.104697654861992e-16,2.7990470175587916e-17,0.025190488884680003,0.0,2.676958664597206e-16,0.0,0.0007960079164577205,0.02715635739271364,0.0521826869180094
Florida,0.0,0.09053704703786568,1.9880047618185406e-16,0.0,0.04852331748428203,0.0005167559522113693,0.043249972287047064,1.735343774777059e-17,0.0,0.0,4.6065059738362514e-17,0.0,0.0,0.006406304481239104,6.144108843626773e-16,0.025589853315260626,0.04619681082979354
Georgia,0.0,0.06775701773872513,1.6809149256613767e-16,8.120610734930929e-16,0.0,0.0,0.04196928292077053,3.218688650628499e-17,5.758593224684182e-16,0.0,0.0,3.4369769196445615e-16,0.0,0.0,0.0,0.00849371164197915,0.04073002655318537
Hawaii,7.98718187942915e-16,1.1306812168766826e-16,0.28187047606722027,0.0,0.058406516748463255,0.07068781367019342,0.03690924615067079,5.821231449974826e-17,0.3018299606548792,0.16363542393112307,0.03334523172237926,0.16368513856649095,0.6273123213717323,0.0,0.0,0.038777478089308856,0.022435139208469332
Iowa,0.0,0.04289154747972054,0.0,0.0,0.0,8.011039953714786e-18,0.0201843666990012,0.017907011591029677,0.0,0.0,0.00739244029310715,2.020796662034286e-16,2.5894226850700856e-16,1.1904974134833618e-16,0.12080433855863343,0.044318175073072306,0.037115656068916696
Idaho,2.470557937915563e-16,0.0,0.02971748812408621,0.0,0.0,5.646670172764129e-17,0.043866402894284756,3.3293393282063977e-18,2.2562679560680085e-16,1.4332297487395473e-16,0.044383020366497404,0.0,1.7922529153989997e-15,0.0,0.0,0.02650431812544476,0.02181826359023939
Indiana,6.560507345709787e-16,0.022462103128623942,0.0,0.0,1.1251046270084117e-16,0.0,0.027031787833631683,0.04379159109753818,0.0,0.01576101209934677,0.020750246361425504,3.817769170741393e-17,1.911241286648852e-15,0.0,0.05592376985237619,0.038724798485339024,0.023343811664423474
Kansas,0.0,0.0,8.814072771971559e-17,1.830170074230197e-16,8.309561895504146e-16,3.7974865331105096e-17,0.026930292203135156,0.05845511466802039,1.2567014829719102e-15,6.778736712599714e-17,0.09816051622100286,0.0,0.0,0.1015528614706924,0.0870612954684978,0.03736902628628245,0.022556231362329378
Louisiana,0.46350780786623036,0.0,0.0,0.0,3.760111422907087e-17,0.0,0.027084218842845002,0.13428420040263886,0.0,0.0,0.07912198965798377,3.0972943089375486e-17,0.0,0.06962848521488481,0.0,0.007830067345164154,0.053529896611051744
