,AL,CA,CO,CT,DE,IL,KY,MD,MI,MN,NJ,NY,OH,OR,WV
Alaska,0.0,0.0014740470965062858,0.0,0.0,0.026709569871758335,0.03339605066019169,3.814521604213833e-17,3.830620164431229e-17,0.039727548433852775,1.6974721052830927e-17,0.0,0.03844814542669813,2.6524485846154405e-16,7.338356542514528e-17,0.12654959159673496
Arkansas,0.07254248531063943,0.02267113263338021,1.11906675453199e-16,0.0,0.0,0.03734461503544489,1.4180119866437634e-16,2.3895305147912146e-17,7.68133937001942e-17,1.6366263524994506e-16,0.0,1.3270697073918706e-17,0.0,0.16269766091975504,1.3511869574600599e-17
Arizona,3.8954926514048444e-19,0.003009107955436831,4.299703480055848e-17,1.0606001543420777e-17,1.4673321151875696e-16,0.024831744636256453,0.05963732683096056,0.0,8.68010757252005e-17,2.6956306510467876e-16,1.6796731627606757e-16,0.03217897413655845,3.1892196051959525e-17,2.9801734258149647e-16,0.15694746674462068
Florida,3.51177720876455e-17,0.018380179208623646,0.0,2.298732285107933e-17,0.0,0.04368521981557294,0.0,0.0,2.409765026175871e-17,8.739506358535892e-18,1.6533851796160912e-17,0.053068164352863725,3.40330121423258e-16,2.212479912368522e-16,0.0
Georgia,0.008970918618339336,0.02737475902289562,1.8898971485137727e-17,3.9146962800032793e-16,1.0119820258202347e-16,0.04181247240460011,4.7581469800601553e-17,0.10139689259069545,2.765811812988704e-16,1.2111535621634698e-16,2.862418839926171e-17,0.0902680508658607,1.380412854213253e-16,0.0,2.58463505212486e-18
Hawaii,0.06702453982698824,0.28464827619417926,4.3958598176826716e-17,0.280016819711638,0.013898616949957901,0.035639678203021725,1.9167029363311852e-17,0.05533412397122111,0.04553742092214231,0.1593171857478665,0.0,5.955636892476344e-17,8.850168390469009e-17,7.430879648272288e-17,8.810694474701366e-17
Iowa,1.0234627551369859e-16,0.003198466242694157,7.788474697758394e-17,0.0,0.0,0.019329371963835468,2.0275167081391387e-17,0.0,1.0293242723483767e-16,8.561238843076187e-17,0.0,2.618750026945818e-17,0.002256136737142244,1.0811271629633821e-16,0.0
Idaho,0.0,0.045169869896806235,0.06709171831922854,2.0670338950041056e-16,0.03603482429241803,0.03960007307467033,0.03876280594777186,0.10926541900667161,0.08869203242041035,0.03950569978245994,0.0,0.05635334675282682,0.0,1.5535930164816053e-16,0.0
Indiana,1.2594721625773799e-17,0.012444843741178688,0.01160666098007379,0.0,0.0,0.023203939666916456,4.418381117103169e-18,0.0,0.0,0.004274727708591542,3.357589752276817e-17,6.035753690680029e-17,0.006823356817562818,0.0,0.0
Kansas,6.340511273657482e-17,0.019518168732601364,6.05201225163913e-17,0.0,0.04731858085526325,0.022505158928745807,0.1074776259713564,0.0,0.0,0.027811404058296286,0.0,0.07293578633027492,0.0,0.0,0.0
Louisiana,0.048433866016826276,0.009866195696334918,0.006673365134506833,1.7712725853348453e-16,0.041207206729941895,0.025866920174196586,0.25399629120157874,0.02592767094547784,0.09361368360230692,1.7134412884600396e-16,0.0,0.08518967869356177,2.224494228271265e-16,4.310737671056333e-18,0.1132214163615663
Massachusetts,0.0,0.006363189309616555,0.0,0.0,0.1937801339161923,0.03396990517865121,0.0,0.0,0.06479971915883441,0.019913887850199537,6.805044234274261e-17,0.06804608130513476,0.0,3.466726096024798e-17,0.28485195271579744
Maine,9.626914594304388e-19,0.052011897001083655,0.13985922731835512,0.28188481039521746,3.6286891460374227e-17,0.03468511450174253,2.5278740230731128e-17,0.2830846126323731,0.023739732080012114,0.1301339984067222,0.3962162837886222,8.541833297859886e-17,2.5912008291275304e-17,0.0,5.1754096197015245e-16
Missouri,0.01333883534563117,0.0011851599678996368,5.1418218344882035e-17,5.687316686813234e-16,5.421010862427522e-18,0.015232724719315848,0.02698659214684691,0.07601167516964054,1.3314530718446997e-16,5.388304611369322e-16,0.0,0.04141084612085172,3.947933474848441e-16,5.153948038067681e-16,0.10164572012291766
Mississippi,0.0325248263331793,0.009054295933888117,0.0,0.0,0.0026709319552151857,0.03727080431360069,0.07081454721166429,1.0596552798783992e-16,1.2799903734173437e-16,0.0,2.3436780235570598e-17,0.01738849797376778,4.587568557632802e-17,0.0,0.0
