"State","County","p0_Dose1_12Plus","K_Dose1_12Plus","v_Dose1_12Plus","correlation_Dose1_12Plus","MAE_Dose1_12Plus","p0_Dose1_18Plus","K_Dose1_18Plus","v_Dose1_18Plus","correlation_Dose1_18Plus","MAE_Dose1_18Plus","p0_Dose1_65Plus","K_Dose1_65Plus","v_Dose1_65Plus","correlation_Dose1_65Plus","MAE_Dose1_65Plus"
"AK","Aleutians West Census Area",8.59371467069346,71.4869722806498,0.0293742618721437,0.991116523900398,2.24280633780797,9.36264467774802,26.0192315473437,0.0313266749521102,0.990672958975734,2.25159088786621,38.6534666770724,66.7768804401881,0.0180284026081327,0.989964818196821,0.875697958947723
"AK","Anchorage Municipality",13.5169206694429,78.5418399381109,0.0181360837793329,0.986532268520262,2.96406722855228,16.9641002046956,29.3006438829616,0.0195500261368145,0.984755744806517,3.18733091693533,25.2117824472654,93.88137987436,0.028922618016517,0.962031844564918,4.18764875732414
"AK","Bethel Census Area",25.3215507259268,84.7100391815482,0.0161754529805622,0.984809878328273,2.44447476531118,37.7072823408985,30.7634119391344,0.0214099638299559,0.981689458904381,2.55824702262613,41.923202630199,87.8141535633949,0.0253247383721276,0.96798655423083,2.12435424257356
"AK","Dillingham Census Area",29.0905556378519,68.1345021203048,0.0107639203102678,0.991807106266638,1.16847468154175,65.3304491199229,24.7832723021339,0.0106295899910965,0.983949078364525,1.43974198280039,58.9075288137386,81.0822427429335,0.00602468652005988,0.960880009463926,1.28952765395399
"AK","Fairbanks North Star Borough",11.8442356363431,72.8846630094737,0.0148949026155491,0.987460131266275,2.70757468359737,15.3683956258608,27.2315336199257,0.0151294615268406,0.985291401563196,2.95993484562341,25.6799490929876,80.0098761753558,0.0280350669800025,0.934718783403234,4.48782954518671
"AK","Juneau City and Borough",10.7899516053394,83.3774751960311,0.0279598348821636,0.988971556643827,2.90762684975053,12.3583865400403,30.8332168772,0.0304569209577961,0.988162588144012,2.99138469308416,26.6575929582728,96.7897484486683,0.0522468784737795,0.960086530339221,3.51618075405721
"AK","Kenai Peninsula Borough",10.0543211804134,54.9091654673084,0.0204022031089184,0.982293139768213,2.38491744656578,12.6072889510834,20.9401510912142,0.0221883129478853,0.980994178148655,2.54968027414365,19.2187254613559,76.8339885113871,0.0337724938413975,0.954633623012861,4.0794042938614
"AK","Ketchikan Gateway Borough",11.6585925112744,73.4865223108121,0.0224365162749821,0.989015905769086,2.5085227257105,14.0125803743718,27.2471785200999,0.0248174082261736,0.987376032921561,2.66343756273069,17.8062724218311,83.2445034532636,0.0536811566371693,0.959865147672412,3.73202625917368
"AK","Kodiak Island Borough",14.2990439881983,76.2659083174588,0.0214835502917478,0.985417574280582,2.98348749239392,16.7705958614934,28.1765922710466,0.025075080132381,0.985110966978464,2.96958434083731,32.5303260171611,94.0423217163617,0.0371997693034667,0.949815148431125,3.88723593249222
"AK","Matanuska-Susitna Borough",9.11239864591524,48.3027072703096,0.0156974645373688,0.984451560679791,1.90653226320348,12.2581746099026,18.2449996107036,0.0167036079373455,0.980856422072185,2.17750963422167,21.9811633845857,69.60960300999,0.0246570159831446,0.955899466078402,3.16743612218216
"AK","Nome Census Area",31.2883443025531,85.7824294740648,0.0167781761869531,0.991741009107752,1.44782995936497,56.5507714994685,31.1621034506433,0.0210221727021302,0.987670317787152,1.69666856819904,65.1549585738166,94.0697302488852,0.0144245283641865,0.983034434741578,1.12137251123119
"AK","North Slope Borough",14.2242499898046,47.8196329330936,0.0143054504607282,0.980225091562426,1.67294966153725,21.5500703080461,16.991326407992,0.0167845115525593,0.973541034911948,1.87295008176017,30.785069391471,63.0440714089739,0.0265060344889216,0.967749007990576,1.66076266313343
"AK","Northwest Arctic Borough",28.1245447317542,79.0347836595408,0.0113409533204317,0.994173985961932,1.09680410156027,53.6166628445171,28.569809014794,0.0124115027485387,0.989637405276307,1.50267132004489,58.5097150084966,88.6201732128108,0.0132887651629651,0.965448273212522,1.54711395565533
"AK","Prince of Wales-Hyder Census Area",17.1322626127987,65.1043196474652,0.0165418787316145,0.996429711726807,0.977075307098568,26.9755902243151,24.0723431249113,0.0170184235082462,0.995803984348493,0.967225663926807,41.6814535966402,78.7325831192233,0.0139962823764764,0.992905917352841,0.88728309921571
"AK","Sitka City and Borough",32.9982374878768,83.1011179873729,0.0110717011864118,0.906447911888267,6.04563514087085,43.0707669383914,29.1837299587769,0.0203066062650452,0.920950321910827,5.64366496671238,47.1577571653526,86.9080123664881,0.0245780422443705,0.906396901226064,3.92185198300703
"AK","Southeast Fairbanks Census Area",16.4514819732205,55.4714441452556,0.00701784212074973,0.971907973926822,1.84670434874154,26.7310750644346,21.0464245042999,0.00689618300049986,0.964167164696126,2.10556205732557,42.5546378435263,71.5302689588031,0.00892444425906585,0.962138965613549,1.94415789058861
"AK","Valdez-Cordova Census Area",16.9888856744277,69.6667480344724,0.0177019509687374,0.984503198811877,2.43242536326219,24.0579929431133,26.4761120433985,0.0190042102620765,0.982109247781096,2.67647659795924,39.148012704563,81.6517447478062,0.0159360785927762,0.964058777106549,2.47355032734897
"AK","Yukon-Koyukuk Census Area",33.5786358240859,88.5913202929558,0.0132599884013283,0.972694062797262,3.06935980729852,56.2918725970953,31.6244533776049,0.0176255620386428,0.959965518810384,3.72432225620358,55.8824619326805,91.9045240207402,0.0138465879262902,0.938093335899076,2.92725592956358
