"State","County","p0_Dose1_12Plus","K_Dose1_12Plus","v_Dose1_12Plus","correlation_Dose1_12Plus","MAE_Dose1_12Plus","p0_Dose1_18Plus","K_Dose1_18Plus","v_Dose1_18Plus","correlation_Dose1_18Plus","MAE_Dose1_18Plus","p0_Dose1_65Plus","K_Dose1_65Plus","v_Dose1_65Plus","correlation_Dose1_65Plus","MAE_Dose1_65Plus"
"PA","Adams County",6.42195389196627,67.6718986171736,0.0213624612389232,0.987118263286113,3.31912271474729,7.47151890975123,25.634802991018,0.0220542241553574,0.985231763070662,3.63374308272108,7.93416249474293,93.036721848405,0.032814300669762,0.980375706179499,5.22969000126779
"PA","Allegheny County",8.73764931970515,92.5289849840862,0.0218684811042854,0.983165585981766,5.15686557316726,9.77698075788462,34.4392825014296,0.0229802184726594,0.980552332950857,5.5668932558841,3.71588928099088,99.8376509079963,0.0529962046900062,0.999226111434739,0.721472959857341
"PA","Armstrong County",8.51968370018031,70.9292188169032,0.0230733640453413,0.981418021341281,3.90352649275769,9.62314842402462,26.9315370505069,0.0247927974196787,0.980019219251818,4.16242729189041,6.67906430660213,96.9038659588282,0.047390394281989,0.993874811066896,2.74465145269811
"PA","Beaver County",7.40872248253957,73.3907270373575,0.0147159473470189,0.987918943737737,3.05525624899606,9.16624795183319,27.8388123049272,0.0144215655542096,0.985578702534893,3.40226227102845,14.6751149357725,95.0325202304579,0.00988420050219207,0.969462279679334,4.92751797815058
"PA","Bedford County",7.55447760580032,45.6318091799757,0.0204754273669882,0.983794941882679,2.13013468599801,9.41174773341404,17.6710515683328,0.0215562026982709,0.982928943347973,2.29170921248361,10.2036672305972,69.5172845271231,0.0337694759641205,0.980406883840438,3.151837391908
"PA","Berks County",6.83628276894965,81.6115094986708,0.0210589316609775,0.990088942760918,3.5703630804573,7.98192789769051,30.9016908090411,0.0216417738096629,0.98837822965251,3.93720971136691,6.04574808603951,98.7449563968934,0.0384367320476922,0.997553589495044,1.80048837341423
"PA","Blair County",8.95219561194776,67.5142077974444,0.0175880672371719,0.984946460220563,3.2714495022742,11.0729276356946,25.735053640864,0.0180791740170726,0.982455647160744,3.63266066785713,12.1477871182336,91.7916237612812,0.0272094963646968,0.97072456822786,5.90138375663243
"PA","Bradford County",8.6922668680224,56.1037891761576,0.0166339350302211,0.981628801577688,2.7999989885381,11.0209774637057,21.4854247091415,0.0172241678142186,0.979371099388499,3.07490112215343,14.5356275561977,77.6963481377217,0.0214614374793496,0.95290797173175,5.94537122003713
"PA","Bucks County",7.12640792868538,95.8412885882873,0.0227421090043457,0.988426090274761,4.66281590971506,7.28797087003799,35.0156883551097,0.0249867265889103,0.98744593919117,4.76782041898921,4.01134939961828,99.1993970736993,0.0462234616067402,0.998436052160103,1.4140914800257
"PA","Butler County",9.87877194409683,78.0543833217434,0.0208934306224105,0.982461496000569,4.11964972561253,11.5418530081884,29.2248456964795,0.0223074896860441,0.979267534864166,4.52780066306062,7.46131476239519,95.7354428208495,0.0536336082879222,0.986867150503758,3.77145700793134
"PA","Cambria County",9.33236620153571,68.7747257881597,0.0203233618641811,0.981596840064733,3.66872416686403,11.0097393710788,26.1016717921999,0.0216449043233752,0.979425926525322,3.99618865807176,7.0967149098683,92.8968307337649,0.0408553732299896,0.980699542588626,4.86886301795072
"PA","Carbon County",9.62395176176615,79.7633820935404,0.020995499467967,0.988168035021505,3.50377050993305,11.557838186029,30.2974404865771,0.0217453426577734,0.986623260795247,3.80210648304468,12.0083032100622,98.2955263125486,0.0330072228828466,0.995383078284927,2.18512343162637
"PA","Centre County",6.62902575135753,73.3251388417275,0.0242452886574116,0.986919704132143,3.4491447073185,7.56206338764497,27.1427811693599,0.0248110321963387,0.98499572358405,3.67040594419453,8.47157743678182,97.7635178180198,0.0484257427483035,0.990176266458032,3.11344954495831
"PA","Chester County",2.53446184084914,100.095074121625,0.0396252812920046,0.999826994512274,0.409640012361351,2.32974239080463,36.9142489200315,0.0433010145806692,0.999657227326097,0.661542081551361,2.74917617373865,100.395242216801,0.0627240216181038,0.998320439931609,1.04418757949454
"PA","Clarion County",9.84510320768774,55.8780473867451,0.0180252193884448,0.976842588685548,2.91979706371161,12.497668335908,21.311830291484,0.0188617825159599,0.97467458674253,3.19125140950009,11.8457388806218,87.8143796904044,0.038335728322356,0.94810126094189,6.87909148044903
"PA","Clearfield County",8.79688242460142,60.5907864347225,0.0203983054234923,0.987315049463577,2.50263944909278,10.7905285885047,23.2206874747763,0.0211647797064239,0.986157156278051,2.71989927324456,14.0271659597214,87.382202043401,0.0317374551843835,0.963591982121459,5.56559100426891
"PA","Clinton County",9.9777985649452,57.3568581748888,0.0167006486059682,0.989782069253907,2.01698786189925,13.164948939593,21.9925220670928,0.0169995779420643,0.988209353597121,2.23921471292037,28.1749330841753,88.746430954248,0.0149947285027619,0.950295616485525,5.23059757130154
"PA","Columbia County",12.7544339755742,77.0595584656294,0.0174688054216873,0.989154051191682,2.88182496932011,16.5337908740524,28.8060797293272,0.017862281993199,0.986449872644361,3.21983132648125,12.9965188831763,97.7451610582206,0.0378792176882827,0.992729731268591,2.49327376056458
"PA","Crawford County",11.9661154122423,65.3791617825324,0.0154360056625848,0.982306866622892,2.98182590003303,15.9797302665208,24.9543883424315,0.0157999984326956,0.979143474620452,3.34421403191338,21.3979765116614,92.7868685149202,0.0202797467718657,0.945255337066768,7.08012083560092
"PA","Cumberland County",6.77146163892029,95.6050974262161,0.0240563300876394,0.988804640603978,4.64603223573345,6.70379281365484,35.1608980161108,0.0265140764222019,0.989571314576285,4.43667216254457,3.50286883588671,100.164054768259,0.0539012832807454,0.998611030033058,0.939927239828733
"PA","Dauphin County",6.40031132177391,84.509477522639,0.0214125465273967,0.987713017855829,4.2152628981426,7.46141410978652,32.0000209238904,0.0217758151011894,0.985712514304651,4.63652010572201,5.1468452112333,98.4720878232343,0.039391785759915,0.997469577994432,1.96292246373325
"PA","Delaware County",7.69651025621077,95.9481502826957,0.0233260175566144,0.989675583966006,4.2798394600178,8.07895149956072,35.0819309269132,0.0254899121280601,0.988573885321647,4.39949537496304,4.01470956748867,99.9090358132762,0.0516925367691447,0.999159838565113,0.713252407406818
"PA","Elk County",14.1595007096452,69.7685462374015,0.0208588983812854,0.980592674415863,3.12171415559902,18.0042677165823,26.6396541607886,0.0227928561439139,0.979078204579004,3.3570352330475,14.6864171434901,93.0350076423082,0.0541670975463548,0.964240928487902,4.75220008752525
"PA","Erie County",9.03790548976924,76.7620084645299,0.0186544863706576,0.982533678949985,4.17804872345035,11.039286377918,28.9217989829308,0.0191337608065672,0.978882787310975,4.66574308843009,14.7644715052712,93.1619238559563,0.0221900906939973,0.960685922053072,7.01369258599366
"PA","Fayette County",10.2493168132149,76.1111666745126,0.0177167819307284,0.976763970584058,4.51614766002111,12.5806330161818,29.0737889255509,0.0182002610294243,0.974021981531675,4.96250610696789,5.46633339247777,96.2736338011885,0.0465827429717057,0.990776587910939,3.67141002454185
"PA","Forest County",6.69182850660875,78.8579303439693,0.0268490840332291,0.979662254402755,4.21079952484532,7.53047430716587,30.4972134688111,0.0273909761405581,0.979427209895,4.43615713661599,20.2959569224025,91.8443962081018,0.0245545666275891,0.94847606902011,6.68539453730001
"PA","Franklin County",7.87877941081897,62.7642582507646,0.0182046037779585,0.987456327281503,2.73781431211819,9.63219538226743,23.9224088364381,0.0189268568031259,0.985547186597724,3.0437891200554,11.1611821977097,91.6321397225351,0.0286750518699763,0.973453027853399,5.6135218568842
